loc_rowid,koi_disposition,koi_duration,koi_depth,koi_model_snr
7981,0,"3,78","37663,00","658,20"
7982,0,"4,06","185860,00","1542,60"
7983,0,"3,64","84,80","11,80"
7984,0,"6,03","247180,00","5758,70"
7985,null,"2,43","276,70","8,00"
7986,0,"1,58","47337,00","476,00"
7987,0,"4,16","37721,00","164,20"
7988,0,"28,20","49,90","17,60"
7989,null,"0,92","229,50","10,50"
7990,null,"2,22","63,20","9,90"
7991,0,"6,26","702440,00","2651,10"
7992,0,"11,43","341790,00","3691,90"
7993,0,"8,12","300710,00","2082,60"
7994,null,"5,06","204,90","10,30"
7995,0,"7,02","164850,00","671,30"
7996,0,"3,69","551,50","18,30"
7997,0,"4,18","37338,00","229,70"
7998,0,"2,19","76,70","31,40"
7999,0,"29,06","690240,00","655,20"
8000,0,"6,32","117110,00","2951,20"
8001,0,"16,47","3348,70","131,00"
8002,0,"2,79","316,00","9,80"
8003,null,"3,62","123,10","10,80"
8004,0,"3,72","68184,00","3442,20"
8005,null,"11,86","207,80","59,50"
8006,0,"4,25","124830,00","2671,70"
8007,0,"4,33","329,00","15,30"
8008,0,"24,79","337,80","18,10"
8009,0,"3,50","14,20","12,80"
8010,0,"16,26","202,40","87,10"
8011,0,"16,13","532,90","210,10"
8012,0,"5,72","42519,00","1537,80"
8013,0,"19,40","100,50","71,70"
8014,null,"15,29","370,80","10,40"
8015,null,"1,36","197,00","6,00"
8016,0,"0,66","450,70","20,20"
8017,0,"5,45","280070,00","419,90"
8018,0,"1,75",,
8019,null,"9,07","32,80","22,40"
8020,0,"2,43","13438,00","733,60"
8021,0,"13,48","80671,00","604,30"
8022,0,"1,83",,
8023,null,"1,32","223,40","9,40"
8024,0,"5,64","1118,10","145,30"
8025,0,"1,55","147,20","7,70"
8026,0,"5,36","340910,00","1379,10"
8027,0,"2,31","114,60","13,80"
8028,0,"2,91","161930,00","1899,10"
8029,0,"5,22","68002,00","374,80"
8030,null,"1,79","98,50","10,70"
8031,0,"11,56","17,30","13,40"
8032,0,"5,48","342090,00","3314,70"
8033,null,"1,71","4759,50","220,30"
8034,null,"1,15","270,30","7,40"
8035,0,"4,73","140030,00","1329,60"
8036,null,"3,20","124,00","10,10"
8037,0,"3,46","57316,00","1048,10"
8038,0,"8,28","278040,00","4680,20"
8039,0,"6,42","116050,00","759,70"
8040,null,"2,16","331,00","7,20"
8041,0,"1,37","290,20","8,50"
8042,0,"2,46","44576,00","907,20"
8043,0,"3,65","48,60","12,10"
8044,0,"3,81","378390,00","671,90"
8045,0,"4,93","144600,00","1662,00"
8046,0,"11,68","391260,00","2164,40"
8047,0,"6,60","74,50","3,50"
8048,0,"7,39","45979,00","2393,20"
8049,null,"5,68","750,10","9,70"
8050,0,"4,81","28977,00","1262,30"
8051,0,"1,03","53,90","7,00"
8052,0,"3,67","311050,00","537,40"
8053,0,"8,53","45,80","13,40"
8054,0,"2,89","105,40","10,60"
8055,0,"0,95",,
8056,0,"3,20","400010,00","1095,90"
8057,0,"7,90","43087,00","3799,50"
8058,1,"4,66","408,40","9,40"
8059,0,"3,19","131940,00","1149,30"
8060,null,"2,98","335,10","7,40"
8061,null,"3,06","117,30","10,50"
8062,0,"6,17","172,10","25,50"
8063,0,"3,49","114,90","18,90"
8064,0,"3,15","12,90","11,20"
8065,0,"2,38",,
8066,0,"14,24","414350,00","1337,00"
8067,0,"4,96","66012,00","204,00"
8068,null,"5,31","997,30","53,90"
8069,0,"5,89","393900,00","2540,60"
8070,0,"5,97","165,90","18,00"
8071,0,"5,24","46565,00","785,00"
8072,0,"1,47","214,10","10,50"
8073,0,"4,46","92672,00","1620,80"
8074,null,"15,20","85,20","5,70"
8075,0,"1,40","84,10","14,80"
8076,0,"1,37","26,10","2,30"
8077,0,"4,07","15298,00","85,50"
8078,0,"3,15","185,60","11,40"
8079,0,"7,42","219220,00","1566,80"
8080,null,"4,70","213,10","7,90"
8081,0,"8,70","64,60","2,80"
8082,null,"1,89","248,00","10,10"
8083,0,"2,82","34770,00","477,00"
8084,0,"7,61","448,90","40,30"
8085,0,"2,48",,
8086,0,"3,26","176,60","49,60"
8087,0,"6,30","436510,00","3167,90"
8088,0,"2,92","60,60","10,50"
8089,0,"1,55","313,80","12,40"
8090,0,"5,39","8245,00","105,80"
8091,0,"1,22","72,00","4,90"
8092,null,"8,48","97,90","14,20"
8093,0,"20,14","328,20","99,50"
8094,0,"3,49","318,50","12,50"
8095,0,"2,00",,
8096,0,"3,72",,
8097,0,"2,73",,
8098,0,"7,22","412,00","40,90"
8099,null,"0,68","183,40","13,70"
8100,0,"15,43","2434,00","3,10"
8101,0,"4,33","70,00","1,70"
8102,0,"1,32","4174,50","419,60"
8103,0,"2,31","41160,00","641,40"
8104,0,"10,13","106840,00","1856,90"
8105,null,"3,14","162,50","7,70"
8106,0,"1,76","1530,60","181,90"
8107,null,"1,11","72,70","9,90"
8108,0,"5,78","347520,00","2450,10"
8109,0,"4,18","71766,00","1986,10"
8110,0,"6,56","499,20","12,20"
8111,0,"1,84","288,40","70,30"
8112,null,"1,76","149,80","7,90"
8113,0,"2,41","426550,00","541,40"
8114,0,"3,17","18837,00","616,90"
8115,0,"3,47","42,30","10,50"
8116,0,"7,49","98872,00","1203,40"
8117,0,"4,43","241360,00","881,50"
8118,0,"1,82","64,20","16,90"
8119,0,"3,21",,
8120,0,"3,63","29,70","17,10"
8121,0,"6,85","140160,00","379,70"
8122,0,"1,35","7984,00","1219,80"
8123,null,"1,83","173,30","10,10"
8124,0,"5,24","94675,00","1071,90"
8125,0,"23,01","682180,00","3076,60"
8126,0,"13,21","75054,00","1554,10"
8127,0,"4,51",,
8128,null,"12,90","456,10","43,30"
8129,0,"13,77","313090,00","1614,70"
8130,0,"3,50","24616,00","928,20"
8131,0,"4,75","347010,00","7428,70"
8132,0,"1,96","20729,00","726,20"
8133,0,"4,47","60118,00","712,60"
8134,0,"2,75","327660,00","541,20"
8135,0,"1,99","127,70","11,20"
8136,0,"1,17",,
8137,null,"2,24","77,90","8,10"
8138,0,"4,24","140920,00","3250,10"
8139,null,"1,71","370,60","10,90"
8140,0,"1,69","2236,60","298,00"
8141,null,"0,36","453,90","5,60"
8142,0,"3,05","45265,00","918,00"
8143,null,"1,44","660,00","10,90"
8144,0,"4,16","414950,00","1809,80"
8145,0,"8,96","103140,00","1435,10"
8146,null,"15,59","53,30","8,30"
8147,0,"1,39","6571,50","100,10"
8148,0,"3,44","67,70","13,30"
8149,0,"3,94","36,00","11,40"
8150,0,"4,67","108960,00","902,50"
8151,0,"2,33","247740,00","706,10"
8152,0,"1,88","212,70","7,60"
8153,null,"1,58","283,60","9,20"
8154,0,"12,24","153410,00","1146,60"
8155,0,"3,94","190570,00","833,40"
8156,0,"41,04","182,80","18,90"
8157,0,"40,02","124,50","26,60"
8158,0,"2,58","378,40","8,60"
8159,0,"5,68","33,80","15,10"
8160,0,"5,08","31,00","19,40"
8161,0,"4,67","128,90","8,90"
8162,0,"12,81","339060,00","1974,60"
8163,0,"7,43","271860,00","2278,90"
8164,0,"2,35","2374,10","296,00"
8165,0,"8,79","143680,00","4421,60"
8166,0,"8,25","641910,00","4211,80"
8167,0,"8,72","49,90","16,70"
8168,0,"12,18","233260,00","880,30"
8169,0,"3,75","267050,00","1063,20"
8170,0,"5,96","1541400,00","10,30"
8171,0,"7,08","434330,00","2890,70"
8172,0,"0,97","839,50","30,90"
8173,0,"2,24","99376,00","86,80"
8174,0,"2,30","17481,00","267,30"
8175,0,"1,92","233,60","46,50"
8176,0,"2,53","39,40","12,10"
8177,0,"2,93","11,50","15,40"
8178,0,"3,39","118320,00","1268,70"
8179,0,"21,72","80571,00","852,20"
8180,null,"13,06","198,40","11,10"
8181,0,"2,38","181,00","20,40"
8182,0,"1,18","123,50","24,00"
8183,0,"4,46","8150,90","471,20"
8184,null,"3,16",,
8185,0,"6,32","145040,00","3016,90"
8186,0,"3,95","57,70","18,10"
8187,0,"2,75","28999,00","2184,70"
8188,null,"1,01","161,80","10,60"
8189,0,"14,33","107590,00","864,90"
8190,0,"4,40","234090,00","1178,50"
8191,0,"1,37","334,50","40,30"
8192,null,"9,39","342,30","10,30"
8193,0,"8,89","87881,00","6113,70"
8194,0,"2,18","14,80","13,10"
8195,0,"3,66","34,90","21,90"
8196,0,"3,26","27,60","13,50"
8197,0,"3,32","104,00","18,10"
8198,0,"3,81","101,10","22,10"
8199,0,"3,16","69,50","21,00"
8200,0,"4,23","18,20","19,20"
8201,0,"4,11","69,40","18,80"
8202,null,"13,45","83,80","11,80"
8203,0,"2,84","12367,00","632,40"
8204,0,"1,92","14160,00","669,10"
8205,0,"4,02","59618,00","2049,10"
8206,0,"6,07","17749,00","117,00"
8207,0,"4,23","321240,00","86,40"
8208,0,"4,49","244950,00","3356,80"
8209,0,"18,81","6177,10","351,10"
8210,0,"8,81","324550,00","1151,60"
8211,null,"1,65","243,00","8,40"
8212,0,"5,16","238520,00","2168,40"
8213,0,"5,27","245220,00","5461,00"
8214,null,"3,43","76,80","9,40"
8215,null,"31,92","395,20","31,70"
8216,null,"2,19","194,20","6,70"
8217,0,"12,85","386980,00","3590,20"
8218,null,"4,20","115,50","10,70"
8219,0,"1,94","106,10","12,30"
8220,0,"6,69","68,00","10,00"
8221,0,"4,72","46,10","7,80"
8222,0,"35,64","35477,00","291,70"
8223,null,"5,80","576,60","24,50"
8224,0,"5,99","212830,00","1819,10"
8225,0,"3,51","344200,00","2051,30"
8226,null,"1,87","117,20","8,50"
8227,null,"3,96","54,50","10,00"
8228,0,"5,33","220420,00","2041,60"
8229,0,"6,31","225250,00","5915,40"
8230,0,"3,49","59134,00","554,40"
8231,0,"3,36","62,20","9,20"
8232,null,"3,20","246,00","9,10"
8233,0,"2,85","37638,00","454,60"
8234,0,"6,40","101480,00","756,40"
8235,0,"8,03","229,80","145,30"
8236,0,"4,38","153230,00","3170,10"
8237,null,"3,00","58,00","8,70"
8238,0,"74,26","481,10","72,30"
8239,0,"3,12","81103,00","664,10"
8240,null,"9,88","391,20","8,90"
8241,null,"3,93","135,40","9,30"
8242,0,"5,47","373660,00","2842,20"
8243,0,"1,59","50793,00","137,30"
8244,0,"6,99","176,20","17,40"
8245,0,"7,89","11969,00","72,60"
8246,0,"2,42","3367,10","292,00"
8247,null,"2,25","74,10","8,10"
8248,0,"5,03","64776,00","1227,30"
8249,null,"1,05","119,90","8,30"
8250,0,"4,64","310680,00","1907,80"
8251,0,"37,20","10579,00","35,10"
8252,0,"2,28","127790,00","578,20"
8253,0,"3,34","32,70","3,80"
8254,0,"3,07","560310,00","1236,10"
8255,0,"5,77","3001,00","13,50"
8256,0,"5,68","728,80","41,00"
8257,null,"18,36","244,70","8,70"
8258,0,"29,25","6907,10","91,30"
8259,0,"5,15","481370,00","2019,40"
8260,0,"16,13","295,10","8,60"
8261,0,"2,82","41596,00","845,00"
8262,0,"4,39","7473,80","416,10"
8263,0,"7,37","136390,00","180,90"
8264,null,"2,98","98,40","10,00"
8265,0,"23,75","563290,00","1331,50"
8266,0,"2,74","232350,00","1191,20"
8267,0,"13,93","1148,00","1,60"
8268,0,"3,64","32,30","20,30"
8269,0,"5,22","82364,00","943,70"
8270,0,"3,60","36700,00","1508,70"
8271,null,"2,57","61,50","9,80"
8272,0,"11,04","4147,00","10,80"
8273,0,"2,46","199900,00","545,00"
8274,0,"10,10","93,50","13,10"
8275,0,"10,53","93,50","10,40"
8276,0,"8,24","128,60","11,30"
8277,0,"3,07","7,50","11,20"
8278,0,"4,93","99,50","11,80"
8279,0,"9,66","266550,00","2132,00"
8280,0,"8,14","72976,00","2173,10"
8281,0,"3,07","110,60","23,90"
8282,0,"17,66","560,00","7,40"
8283,0,"6,76","123360,00","951,40"
8284,null,"0,40","36,30","9,90"
8285,0,"3,52","110950,00","3769,00"
8286,0,"6,57","236250,00","9054,70"
8287,0,"3,37","71071,00","1812,60"
8288,0,"6,16","372,00","59,50"
8289,0,"7,13",,
8290,0,"2,91","62962,00","469,20"
8291,0,"4,24","77832,00","1947,80"
8292,null,"1,68","32,50","7,20"
8293,0,"7,70","415020,00","1375,10"
8294,0,"6,55","294550,00","2074,50"
8295,0,"8,10","488410,00","3788,70"
8296,0,"2,64",,
8297,0,"6,84","173950,00","1975,10"
8298,0,"4,85","364350,00","675,70"
8299,0,"8,99","28618,00","485,80"
8300,0,"21,34","19,70","23,60"
8301,0,"3,02","70873,00","1397,70"
8302,0,"6,89","11852,00","268,10"
8303,0,"2,32","136,00","13,80"
8304,0,"3,88","304070,00","476,60"
8305,0,"1,64","37,40","9,20"
8306,0,"1,56","594,00","20,20"
8307,0,"4,70","1943,60","189,90"
8308,null,"2,90","109,30","10,00"
8309,0,"3,92","25,20","14,20"
8310,0,"2,02","37224,00","174,00"
8311,0,"5,40","245990,00","2717,00"
8312,null,"11,98","541,40","13,90"
8313,0,"6,53","79330,00","1779,10"
8314,0,"13,05","71,90","16,80"
8315,0,"0,95","45,10","12,70"
8316,0,"5,62","56616,00","5402,00"
8317,0,"1,40","7339,50","563,00"
8318,0,"10,69","433,60","6,90"
8319,0,"1,79",,
8320,0,"4,95","226980,00","1315,50"
8321,0,"2,43","109,10","10,10"
8322,0,"2,82","43,10","15,90"
8323,0,"2,44","10308,00","773,40"
8324,null,"4,53","47,10","10,40"
8325,0,"3,47","75,60","8,00"
8326,0,"4,53","103970,00","2047,90"
8327,0,"8,50","633,00","27,90"
8328,0,"11,31","47751,00","814,10"
8329,0,"6,61","101310,00","1026,00"
8330,0,"3,29",,
8331,null,"1,10","65,40","12,40"
8332,0,"6,15","227140,00","4355,50"
8333,null,"6,07","574,50","9,30"
8334,0,"7,72","85952,00","2526,20"
8335,0,"10,23","326630,00","1347,90"
8336,0,"23,92","103790,00","864,50"
8337,0,"2,12",,
8338,0,"4,59","179040,00","2141,30"
8339,0,"9,49","213900,00","3902,30"
8340,0,"5,57","247560,00","792,90"
8341,0,"3,38","2363,80","251,40"
8342,0,"5,00","512470,00","1758,70"
8343,0,"5,99","30746,00","1378,90"
8344,0,"2,31",,
8345,null,"2,75","212,20","8,90"
8346,0,"1,24","93,80","8,80"
8347,0,"5,30","262980,00","4761,50"
8348,0,"4,35","38119,00","2271,00"
8349,0,"3,29","2749,50","103,10"
8350,0,"5,24","315520,00","6009,00"
8351,0,"17,49","617990,00","1587,70"
8352,null,"3,60","71,20","10,30"
8353,0,"16,01","162,40","12,80"
8354,0,"2,70","465920,00","1012,90"
8355,0,"3,83","44,70","14,80"
8356,null,"1,25","143,20","11,10"
8357,0,"6,00","121320,00","680,40"
8358,null,"4,71","71,40","9,80"
8359,0,"18,47","119,40","10,70"
8360,0,"9,82","143,80","14,20"
8361,0,"9,69","90,10","10,50"
8362,0,"11,27","29,90","13,50"
8363,0,"6,47","118860,00","1216,80"
8364,0,"2,35","16,20","13,80"
8365,0,"4,40","68,90","21,70"
8366,0,"3,49","73,90","23,30"
8367,0,"2,77","125,70","14,10"
8368,0,"3,64","64,00","22,60"
8369,0,"4,10","46,70","12,50"
8370,0,"4,18","92,10","26,40"
8371,0,"5,14","77410,00","2822,10"
8372,0,"5,11","173170,00","3487,80"
8373,0,"88,11","316,30","153,70"
8374,0,"7,75","246570,00","996,80"
8375,null,"4,21","32,80","10,20"
8376,0,"10,16","47,00","42,00"
8377,0,"19,27","82,60","23,70"
8378,null,"2,90","62,50","10,30"
8379,0,"5,51","417900,00","2309,20"
8380,0,"12,08","227,20","21,10"
8381,0,"3,91","87567,00","3979,10"
8382,null,"1,12","145,20","9,10"
8383,0,"2,62","61,30","23,60"
8384,0,"11,89","164610,00","1255,20"
8385,0,"4,73","314680,00","920,80"
8386,0,"2,52","277,60","6,70"
8387,null,"4,67","126,80","9,00"
8388,0,"5,42","842,00","7,90"
8389,0,"5,95","131000,00","3290,50"
8390,0,"0,40","99,00","7,80"
8391,0,"11,06","75,20","11,20"
8392,null,"1,82","60,60","11,30"
8393,0,"5,97","416030,00","2341,50"
8394,0,"7,60","123180,00","2674,60"
8395,null,"7,44","442,90","9,80"
8396,null,"2,09","253,60","7,30"
8397,0,"3,64","131660,00","598,40"
8398,0,"6,84","263640,00","1488,60"
8399,0,"11,29","57,00","38,10"
8400,0,"0,42","58,30","28,40"
8401,null,"8,33","69,10","10,00"
8402,0,"3,70","78,90","17,60"
8403,0,"2,67","13,90","8,50"
8404,0,"3,34","51,30","10,80"
8405,null,"2,13","297,20","7,00"
8406,0,"8,52","42,90","9,20"
8407,0,"4,88","41580,00","827,00"
8408,null,"2,52","64,20","6,30"
8409,null,"1,42","581,00","6,60"
8410,0,"2,69","36,50","5,90"
8411,0,"4,18","36484,00","1098,30"
8412,0,"2,74","99056,00","429,70"
8413,0,"1,57","94,10","10,40"
8414,null,"0,95","86,40","11,60"
8415,0,"8,28","248940,00","1524,10"
8416,0,"5,14","66,80","10,70"
8417,0,"3,37","25208,00","568,70"
8418,0,"5,68","150460,00","5640,00"
8419,0,"7,61","54518,00","1513,20"
8420,0,"2,10","27,80","11,20"
8421,0,"1,43","282,50","9,80"
8422,0,"3,16","69626,00","548,50"
8423,0,"4,64","325530,00","1703,00"
8424,0,"12,60","341720,00","963,50"
8425,0,"8,42","115170,00","1876,90"
8426,0,"4,62","406770,00","2165,30"
8427,0,"2,44","61,10","22,30"
8428,0,"2,97","149,80","10,20"
8429,0,"4,09","143630,00","2096,80"
8430,0,"2,69","52609,00","324,40"
8431,0,"1,30",,
8432,0,"4,48","44998,00","987,80"
8433,0,"24,44","182,10","12,00"
8434,0,"36,05","2797,50","306,70"
8435,0,"14,71","255950,00","772,70"
8436,0,"3,73","200400,00","1234,30"
8437,0,"6,55","29989,00","687,50"
8438,0,"6,83","119630,00","2595,90"
8439,0,"11,39","88,30","14,50"
8440,0,"10,77","56,00","15,10"
8441,0,"19,45","249670,00","401,50"
8442,null,"8,22",,
8443,null,"4,56",,
8444,0,"2,65","128,20","8,10"
8445,0,"3,58","18,00","14,20"
8446,0,"1,03","26,60","5,70"
8447,0,"5,16","45700,00","2171,40"
8448,0,"4,93","100,30","18,30"
8449,0,"2,71","98,80","12,30"
8450,0,"3,21","44116,00","717,50"
8451,0,"7,61","252700,00","7795,30"
8452,0,"3,47","195090,00","1680,00"
8453,0,"4,11","107660,00","1483,20"
8454,0,"1,76","71,80","6,30"
8455,null,"7,44",,
8456,0,"3,18","163090,00","1305,80"
8457,null,"1,13","125,40","10,10"
8458,0,"1,75","372130,00","1066,70"
8459,0,"37,68","188,20","25,40"
8460,0,"6,67","151000,00","622,80"
8461,0,"5,62","361390,00","6104,80"
8462,0,"3,53",,
8463,null,"2,07","217,80","9,70"
8464,0,"2,90","418,10","27,30"
8465,null,"2,53",,
8466,0,"5,58","39,00","29,90"
8467,0,"5,02","477100,00","3289,10"
8468,0,"7,35","101790,00","1884,30"
8469,0,"7,65","261350,00","2851,30"
8470,null,"3,85","386,60","9,60"
8471,0,"1,94","30099,00","642,20"
8472,0,"1,38","618,60","10,00"
8473,0,"18,99","203,60","25,90"
8474,null,"4,16",,
8475,0,"2,62","187,10","10,10"
8476,0,"3,54","117460,00","1676,80"
8477,0,"7,04","266180,00","7232,10"
8478,0,"2,06","13054,00","443,90"
8479,0,"3,83","26190,00","486,30"
8480,null,"2,46","3622,00","10,10"
8481,null,"1,65","214,30","9,50"
8482,0,"9,83","404840,00","1763,50"
8483,null,"0,38","350,10","11,10"
8484,null,"44,35","226,80","60,20"
8485,null,"1,27","411,40","9,10"
8486,0,"7,08","124,60","63,30"
8487,0,"5,00","200860,00","3260,00"
8488,0,"3,20","45,10","12,70"
8489,0,"6,10","142060,00","2506,60"
8490,0,"5,97","198,90","35,90"
8491,0,"3,11","103470,00","1065,90"
8492,0,"3,44","145,90","17,00"
8493,0,"5,29","188920,00","6016,20"
8494,0,"1,73","11348,00","44,70"
8495,0,"2,40","51,60","9,60"
8496,0,"4,78","188220,00","541,90"
8497,0,"9,01","222170,00","3733,60"
8498,0,"19,09","349630,00","1021,30"
8499,0,"14,26","315890,00","1215,80"
8500,null,"0,05","0,00","0,00"
8501,null,"3,57","157,80","10,00"
8502,null,"3,61","77,20","9,60"
8503,0,"3,30","504410,00","1288,00"
8504,0,"1,66","98,50","8,90"
8505,0,"5,81","496,40","11,60"
8506,null,"2,23","107,70","6,80"
8507,0,"7,65","182170,00","836,00"
8508,0,"5,75","129700,00","224,90"
8509,null,"1,83","337,70","8,20"
8510,0,"7,44","508770,00","1618,40"
8511,null,"19,34","53,10","11,80"
8512,0,"11,24","145,60","58,10"
8513,0,"10,02","31526,00","1566,60"
8514,null,"2,53","353,00","5,60"
8515,null,"2,38","34,60","26,70"
8516,0,"5,49","27,10","16,70"
8517,0,"10,05","198,60","10,50"
8518,0,"10,97","464960,00","2008,10"
8519,null,"3,27","155,90","6,70"
8520,0,"12,43","306,90","10,30"
8521,null,"1,97","166,00","8,90"
8522,0,"4,89","149520,00","1398,80"
8523,null,"4,15","161,70","9,40"
8524,0,"13,55","33,90","6,70"
8525,0,"21,83","126,60","28,30"
8526,0,"29,09","92,20","39,00"
8527,0,"6,67","12264,00","118,70"
8528,0,"1,32","54,80","10,80"
8529,0,"8,16","93038,00","217,00"
8530,0,"24,21","5732,00","96,00"
8531,null,"5,59","101,70","17,60"
8532,0,"8,19","565,00","8,30"
8533,null,"4,71","576,60","13,90"
8534,0,"9,06","43,20","15,50"
8535,0,"3,05","22,70","9,30"
8536,0,"1,95","21245,00","1582,90"
8537,0,"5,75","182830,00","904,80"
8538,0,"4,66","62755,00","1951,80"
8539,0,"2,99","47188,00","560,00"
8540,0,"1,00","704,00","9,80"
8541,0,"5,54","198,00","54,00"
8542,0,"2,79","18,90","12,40"
8543,0,"3,66","336980,00","1143,60"
8544,0,"4,94","60,90","18,70"
8545,null,"2,84","35,30","6,90"
8546,0,"4,60","330910,00","2025,20"
8547,0,"3,35","61542,00","2493,30"
8548,null,"3,00","239,80","8,80"
8549,null,"7,27","445,30","12,00"
8550,0,"3,04","43,80","9,90"
8551,0,"0,17","43,00","8,00"
8552,0,"7,07","205260,00","3250,00"
8553,0,"19,95","219100,00","3272,40"
8554,0,"2,73","20527,00","1412,40"
8555,0,"4,46","71589,00","982,30"
8556,0,"3,55","534620,00","742,80"
8557,null,"1,82","98,70","10,30"
8558,0,"2,62","27,80","14,40"
8559,0,"4,14","141390,00","6579,30"
8560,0,"2,80","40248,00","308,50"
8561,0,"4,49","177070,00","368,80"
8562,null,"2,05",,
8563,0,"3,94","456350,00","3072,50"
8564,null,"15,39","230,70","8,60"
8565,null,"7,16","80,20","9,00"
8566,0,"8,18","125,10","8,80"
8567,0,"5,32","136660,00","520,30"
8568,0,"6,16","337,00","14,50"
8569,0,"1,89",,
8570,0,"4,49","259760,00","5742,00"
8571,0,"4,38","730500,00","3732,80"
8572,null,"2,80",,
8573,0,"2,97","167700,00","240,10"
8574,null,"2,30","168,10","8,20"
8575,0,"5,28","464520,00","1496,80"
8576,0,"5,83","202680,00","2368,60"
8577,0,"4,09","2122,30","390,80"
8578,0,"3,53","4879,80","337,20"
8579,null,"0,87","554,70","11,40"
8580,0,"2,47","69814,00","1243,70"
8581,0,"2,28","25302,00","511,40"
8582,0,"42,74","1003,00","154,40"
8583,0,"4,24","418380,00","1495,40"
8584,0,"2,25","127,30","8,90"
8585,0,"2,71","163,30","7,80"
8586,0,"7,30","345940,00","6499,90"
8587,null,"6,04","199,30","10,40"
8588,0,"3,36","60039,00","964,80"
8589,0,"22,86","967,30","15,30"
8590,0,"1,80","43,40","10,80"
8591,null,"2,06","221,00","9,10"
8592,null,"4,72","97,50","10,30"
8593,null,"4,03","95,60","12,30"
8594,null,"3,27","584,40","11,80"
8595,0,"2,50","82,90","5,30"
8596,null,"4,15","192,70","9,60"
8597,0,"7,29","415160,00","1351,50"
8598,0,"10,99","158,20","33,60"
8599,0,"3,31","24989,00","757,00"
8600,0,"4,12","72,20","17,80"
8601,0,"4,51","105,90","9,10"
8602,0,"3,03","129640,00","3361,50"
8603,0,"5,63","182720,00","2003,10"
8604,0,"1,27","75,30","23,30"
8605,0,"5,84","276140,00","732,50"
8606,0,"3,72","104690,00","454,10"
8607,0,"3,82","53046,00","696,50"
8608,0,"15,43","340410,00","4578,30"
8609,0,"7,84","193830,00","967,70"
8610,0,"4,71","64,60","13,00"
8611,0,"5,44","42,80","12,00"
8612,0,"2,64","134,10","10,80"
8613,0,"5,00","13138,00","796,50"
8614,0,"4,36","205220,00","3617,50"
8615,0,"1,89","25,10","9,60"
8616,0,"5,73","393270,00","1728,10"
8617,null,"2,30","153,10","9,80"
8618,0,"5,32","143750,00","2642,20"
8619,0,"2,78","293640,00","553,00"
8620,null,"1,40","123,60","9,30"
8621,0,"17,67","261,50","23,60"
8622,0,"50,68","147,90","35,70"
8623,0,"7,07","48943,00","3181,50"
8624,0,"5,76","71,00","10,10"
8625,0,"8,53","526950,00","3487,50"
8626,0,"2,57","40368,00","679,80"
8627,0,"2,80","305450,00","1509,30"
8628,0,"3,40","412550,00","1054,40"
8629,0,"4,42","78714,00","1307,00"
8630,0,"5,63","252,20","19,10"
8631,0,"2,20","49,30","15,60"
8632,0,"8,62","483490,00","2121,80"
8633,0,"3,88","48,20","13,60"
8634,0,"1,63","89,70","27,00"
8635,0,"4,03","251480,00","2338,30"
8636,null,"1,24","263,10","10,80"
8637,0,"1,22",,
8638,0,"6,19","200,00","45,90"
8639,0,"3,75","129,10","17,00"
8640,0,"13,95","49618,00","1292,00"
8641,0,"2,45","16876,00","939,50"
8642,null,"1,68","46,10","10,10"
8643,0,"4,18","41109,00","285,40"
