loc_rowid,koi_disposition,koi_duration,koi_depth,koi_model_snr
751,1,"2,27","458,40","28,10"
752,0,"1,76","261,20","56,90"
753,0,"11,07",,
754,0,"2,53","185,10","36,90"
755,0,"1,93","195,80","37,70"
756,1,"2,34","231,00","20,20"
757,1,"3,57","255,50","15,50"
758,1,"5,67","201,70","44,00"
759,1,"24,11","2013,30","234,60"
760,1,"3,41","255,30","19,00"
761,1,"4,23","7311,60","241,90"
762,1,"7,06","2828,40","96,80"
763,1,"5,69","593,50","30,00"
764,1,"4,19","1707,40","21,80"
765,0,"4,53","880,90","86,70"
766,0,"3,44","19762,00","376,50"
767,0,"3,88","29090,00","257,80"
768,1,"3,78","13356,00","343,40"
769,0,"2,02","6227,50","392,20"
770,0,"4,11","16878,00","109,70"
771,1,"4,01","2358,60","81,70"
772,0,"4,57","254,20","32,90"
773,0,"2,88","194,30","37,60"
774,1,"4,62","198,50","20,90"
775,0,"6,08","232,30","45,00"
776,0,"1,92","2807,10","250,80"
777,1,"3,65","510,60","107,10"
778,0,"3,74","50078,00","1555,40"
779,1,"6,27","19837,00","334,80"
780,0,"5,67","77474,00","3622,70"
781,0,"2,22","12072,00","104,50"
782,0,"3,80","1210,50","31,80"
783,1,"11,50","5032,90","162,30"
784,1,"2,37","358,70","56,40"
785,1,"3,11","367,80","18,10"
786,0,"3,48","3070,80","93,60"
787,0,"13,26","1414,40","62,50"
788,1,"2,41","6154,90","247,80"
789,0,"2,08","1381,30","169,00"
790,1,"3,41","2829,70","150,90"
791,0,"2,29","19981,00","1108,50"
792,0,"4,12","269,60","35,30"
793,0,"6,22","800,30","19,30"
794,0,"1,96","35,60","20,80"
795,1,"2,41","172,30","35,30"
796,0,"1,98","64,50","48,50"
797,0,"4,31","62929,00","456,60"
798,0,"3,70","45982,00","258,80"
799,1,"2,94","295,50","20,70"
800,0,"6,26","311,40","46,90"
801,1,"1,63","131,80","75,30"
802,0,"1,97","248,20","39,30"
803,1,"6,54","438,40","33,80"
804,1,"4,01","1033,00","40,10"
805,0,"3,26","437,20","74,50"
806,1,"3,99","915,60","58,00"
807,0,"2,51","522,50","33,60"
808,null,"5,44","9010,20","120,40"
809,0,"1,81","271,20","104,50"
810,null,"2,53","4733,00","52,00"
811,1,"5,02","1112,50","32,60"
812,0,"4,49","1048,10","43,00"
813,null,"1,99","699,90","25,50"
814,1,"4,29","709,10","36,30"
815,0,"3,34","46379,00","336,40"
816,0,"1,92","36855,00","628,30"
817,0,"4,98","50834,00","1309,30"
818,1,"2,79","876,50","93,60"
819,0,"2,68","18006,00","633,10"
820,0,"5,02","60186,00","2065,80"
821,1,"4,68","112,80","36,30"
822,null,"9,86","44,20","7,70"
823,null,"7,00",,
824,0,"2,75","46148,00","292,70"
825,0,"6,02","159410,00","420,90"
826,0,"5,78","12831,00","366,80"
827,0,"2,72","42122,00","91,60"
828,1,"1,18","865,40","59,00"
829,1,"2,90","1430,80","163,50"
830,1,"2,26","489,30","34,10"
831,null,"9,90","4840,50","370,20"
832,0,"3,37","244,90","125,50"
833,1,"5,60","1239,40","62,60"
834,1,"3,43","217,60","17,40"
835,1,"6,17","589,70","20,90"
836,0,"2,72","299,60","59,10"
837,0,"4,39","654,80","35,70"
838,1,"4,24","469,70","93,60"
839,0,"9,61","28450,00","1305,90"
840,0,"2,64","23593,00","192,20"
841,0,"1,55","9681,40","152,60"
842,0,"1,81","7609,50","202,10"
843,0,"3,76","2647,70","125,60"
844,null,"1,69","1446,80","92,30"
845,0,"1,93","4786,00","223,10"
846,0,"15,16","10537,00","297,00"
847,null,"3,30","19387,00","282,80"
848,1,"5,21","6331,20","392,30"
849,1,"3,09","8725,40","461,50"
850,1,"18,00","2319,10","96,10"
851,1,"6,32","1119,30","99,50"
852,null,"5,04","617,90","47,70"
853,null,"3,91","199,40","17,60"
854,0,"2,14","133,60","80,20"
855,1,"10,91","1829,90","76,90"
856,1,"3,80","445,30","26,60"
857,1,"5,33","468,10","24,70"
858,1,"5,25","550,00","19,00"
859,null,"2,87","188,10","14,30"
860,0,"1,30","1225,00","39,80"
861,1,"1,65","1449,20","31,60"
862,1,"2,26","715,70","76,20"
863,1,"3,18","814,60","40,60"
864,1,"2,52","327,40","19,60"
865,null,"1,48","1496,60","44,80"
866,1,"2,77","746,40","31,00"
867,null,"7,65","3245,90","60,30"
868,null,"2,71","5572,00","21,50"
869,1,"6,97","319,70","26,80"
870,0,"2,71","534,50","132,10"
871,1,"3,00","476,00","19,40"
872,1,"6,15","624,40","39,40"
873,1,"4,57","778,40","119,30"
874,1,"6,43","791,70","40,50"
875,1,"4,91","140,00","13,20"
876,1,"5,43","162,70","13,30"
877,1,"1,86","259,70","30,10"
878,1,"2,92","232,70","31,30"
879,null,"6,28","266,80","14,70"
880,null,"4,51","163,60","10,20"
881,1,"2,81","263,00","26,70"
882,1,"2,24","888,70","38,10"
883,null,"2,83","881,90","28,30"
884,0,"4,74","483,40","55,20"
885,0,"2,17","104,60","53,80"
886,1,"3,98","512,90","27,80"
887,1,"3,03","995,30","33,20"
888,0,"3,73","101,20","38,50"
889,1,"4,02","277,10","18,50"
890,0,"2,46","107,10","43,90"
891,1,"2,97","188,10","18,00"
892,1,"8,05","241,30","49,10"
893,1,"4,79","335,80","55,20"
894,1,"4,30","103,20","19,80"
895,0,"3,61","227,50","39,30"
896,1,"2,49","496,60","20,40"
897,1,"8,86","256,50","63,00"
898,1,"1,40","74,90","16,30"
899,0,"2,56","124,80","20,60"
900,1,"3,01","230,70","28,40"
901,1,"2,73","176,00","25,60"
902,1,"2,46","299,60","27,40"
903,1,"3,22","781,30","25,90"
904,1,"4,20","425,70","132,00"
905,1,"5,14","509,20","23,70"
906,1,"4,19","569,50","57,00"
907,0,"4,77","70,10","6,80"
908,1,"3,31","510,60","32,50"
909,1,"7,12","278,10","38,20"
910,1,"4,24","211,20","36,80"
911,0,"3,66","99,80","27,50"
912,1,"4,96","314,70","42,50"
913,0,"3,16",,
914,1,"2,68","977,50","135,80"
915,1,"5,77","65,30","37,50"
916,0,"3,07","12152,00","441,70"
917,1,"5,49","960,00","122,80"
918,0,"1,95","5079,60","138,90"
919,0,"2,09","2899,80","161,20"
920,0,"3,03","6120,10","166,30"
921,0,"1,01","138,50","25,40"
922,1,"2,87","112,00","25,90"
923,0,"2,34","47100,00","520,60"
924,0,"3,28","56545,00","24,70"
925,0,"5,49","30431,00","2294,10"
926,0,"3,85","18377,00","157,20"
927,1,"2,61","700,80","30,80"
928,1,"4,67","659,50","42,60"
929,1,"9,11","412,50","57,90"
930,1,"9,12","200,40","32,70"
931,1,"8,39","190,00","23,40"
932,1,"6,54","224,10","17,20"
933,1,"2,56","133,60","24,40"
934,1,"7,87","175,90","32,30"
935,1,"11,23","141,50","24,10"
936,0,"4,06","31,40","8,30"
937,0,"5,63","13064,00","1509,30"
938,0,"23,19","6721,20","647,10"
939,1,"5,88","8506,60","212,50"
940,0,"2,41","4676,00","116,10"
941,0,"4,31","3822,90","172,90"
942,0,"5,86","1097,10","229,70"
943,0,"1,77","1502,50","94,30"
944,0,"2,05","4201,00","126,60"
945,0,"3,35","660,70","68,40"
946,0,"3,88","27442,00","114,50"
947,0,"2,36","3425,00","291,10"
948,0,"6,22","1318,60","86,30"
949,1,"9,02","12390,00","544,70"
950,1,"3,48","429,80","23,40"
951,1,"6,06","415,20","95,40"
952,0,"3,24","32,10","36,10"
953,0,"2,06","35262,00","413,90"
954,1,"4,27","25070,00","171,40"
955,0,"1,88","11356,00","183,00"
956,0,"1,80","9695,00","89,70"
957,null,"2,07","28460,00","987,20"
958,0,"9,17","83298,00","885,90"
959,0,"2,11","20739,00","142,70"
960,0,"2,57","17846,00","424,60"
961,1,"2,54","748,70","141,40"
962,0,"2,50",,
963,0,"24,94","7343,40","527,80"
964,0,"6,26","779,80","72,70"
965,1,"3,59","10559,00","3003,80"
966,1,"4,28","1376,10","128,00"
967,0,"2,16","697,70","79,60"
968,0,"4,20","32634,00","2590,60"
969,0,"5,50","607,30","92,20"
970,1,"5,26","3425,80","81,80"
971,null,"14,56",,
972,null,"2,47","975,30","57,30"
973,null,"2,26","1397,90","63,90"
974,1,"1,75","904,60","178,60"
975,0,"1,74","2204,30","150,00"
976,null,"3,60","3308,80","107,90"
977,null,"22,60","9515,30","122,80"
978,1,"1,87","1336,30","41,10"
979,1,"2,84","1607,50","34,40"
980,1,"6,08","206,70","40,30"
981,0,"7,08","2691,10","35,30"
982,0,"9,35","18563,00","508,40"
983,0,"1,59","1132,70","67,00"
984,0,"2,29","435,70","38,70"
985,0,"3,26","508,40","50,40"
986,0,"2,78","265,40","37,80"
987,1,"2,01","1462,50","42,10"
988,1,"5,51","1105,10","18,00"
989,1,"14,91","946,70","116,20"
990,1,"1,15","434,50","95,80"
991,1,"2,99","797,40","30,40"
992,null,"2,63","779,50","30,70"
993,null,"2,00","371,70","19,90"
994,null,"1,68","316,70","19,60"
995,1,"5,56","1357,50","55,20"
996,null,"4,48","3920,10","76,60"
997,1,"1,85","748,70","16,80"
998,1,"3,72","4107,00","39,90"
999,1,"1,57","494,90","65,90"
1000,1,"2,16","546,70","50,00"
1001,1,"6,06","1004,90","73,40"
1002,1,"8,49","778,80","58,40"
1003,1,"6,74","396,00","45,90"
1004,1,"8,56","598,00","44,90"
1005,0,"3,15",,
1006,0,"4,66","2053,90","58,00"
1007,1,"6,96","514,20","44,00"
1008,1,"5,30","935,00","28,90"
1009,1,"7,32","853,00","48,30"
1010,1,"6,38","588,80","59,00"
1011,null,"19,72","696,60","66,70"
1012,1,"2,91","313,00","17,00"
1013,1,"5,91","252,90","21,80"
1014,1,"2,83","171,90","32,90"
1015,0,"5,37","24012,00","1266,20"
1016,0,"3,61","1063,50","39,20"
1017,0,"1,36","382,90","22,00"
1018,1,"1,40","436,30","33,80"
1019,1,"7,43","296,00","33,90"
1020,1,"2,56","343,00","32,60"
1021,1,"3,26","238,40","21,70"
1022,1,"9,56","961,10","37,20"
1023,1,"1,55","807,20","45,10"
1024,1,"3,95","831,90","34,30"
1025,0,"8,55","293,60","77,10"
1026,1,"2,20","550,50","35,30"
1027,0,"2,94","462,40","118,20"
1028,1,"1,83","1745,70","114,70"
1029,1,"2,90","1308,60","63,10"
1030,1,"1,12","965,90","37,70"
1031,1,"3,20","671,40","66,50"
1032,1,"1,43","258,90","22,20"
1033,1,"1,77","276,70","40,90"
1034,0,"1,94","191,20","26,60"
1035,1,"4,26","206,90","34,30"
1036,1,"4,89","168,10","20,30"
1037,1,"5,70","440,80","43,40"
1038,1,"5,51","1043,80","21,20"
1039,1,"6,12","675,80","27,20"
1040,1,"4,29","9655,70","1245,70"
1041,1,"7,49","322,80","22,90"
1042,1,"6,89","993,40","31,90"
1043,0,"9,06","507,60","42,40"
1044,1,"2,82","792,80","20,20"
1045,1,"5,05","867,70","49,20"
1046,1,"3,44","1037,00","59,40"
1047,0,"2,23","3758,60","66,30"
1048,0,"2,47","7589,60","148,10"
1049,0,"4,24","566,60","108,80"
1050,null,"2,64","4229,40","113,60"
1051,0,"2,07","2121,30","50,50"
1052,0,"2,46","586,00","44,40"
1053,0,"1,63","120,10","31,70"
1054,1,"1,26","30,70","23,20"
1055,1,"4,25","77,30","28,40"
1056,0,"2,30","3456,70","292,10"
1057,1,"2,26","14431,00","1549,00"
1058,1,"1,65","107,50","37,60"
1059,1,"4,93","770,90","33,20"
1060,1,"1,89","1472,70","49,20"
1061,1,"4,98","811,60","88,00"
1062,1,"10,07","3529,20","109,80"
1063,0,"4,42","11449,00","69,90"
1064,0,"1,22","269,50","28,90"
1065,1,"4,00","532,90","36,60"
1066,null,"2,97","171,50","15,80"
1067,1,"4,30","728,10","71,50"
1068,null,"1,40","49,80","11,60"
1069,null,"2,64","101,90","12,10"
1070,1,"2,93","1328,60","51,90"
1071,1,"3,61","1033,90","34,70"
1072,1,"2,14","453,60","20,60"
1073,1,"2,40","996,80","20,40"
1074,0,"3,93","25027,00","1131,70"
1075,1,"2,62","131,60","28,90"
1076,1,"3,37","28,40","12,40"
1077,null,"3,17","100,40","13,60"
1078,1,"5,34","164,60","46,10"
1079,null,"8,26","266,60","46,80"
1080,1,"4,57","463,00","51,30"
1081,null,"1,68","592,20","14,90"
1082,1,"5,00","987,50","27,10"
1083,null,"2,42","865,40","17,60"
1084,0,"4,39","19939,00","929,00"
1085,1,"5,25","645,20","22,10"
1086,0,"2,40","341,90","38,80"
1087,1,"2,05","499,40","30,80"
1088,0,"1,53","433,80","37,00"
1089,0,"3,34","283,50","46,50"
1090,1,"10,85","2378,50","72,30"
1091,1,"5,31","3437,00","119,50"
1092,0,"1,40","796,10","103,60"
1093,0,"2,08","347,40","17,10"
1094,1,"2,92","864,90","48,20"
1095,1,"2,51","446,50","28,20"
1096,1,"2,73","1011,80","31,30"
1097,1,"2,29","424,50","15,90"
1098,1,"3,44","480,70","47,10"
1099,1,"6,01","21125,00","1126,20"
1100,1,"2,14","132,70","26,40"
1101,1,"2,21","168,10","32,90"
1102,null,"7,82",,
1103,1,"3,04","415,40","20,70"
1104,0,"1,45","677,30","20,80"
1105,1,"3,79","601,70","20,10"
1106,1,"3,69","217,80","23,60"
1107,0,"3,49","428,60","93,00"
1108,1,"4,21","439,10","26,30"
1109,1,"7,10","916,10","40,90"
1110,1,"5,82","640,10","33,20"
1111,1,"5,22","804,80","29,70"
1112,0,"23,57","857,50","176,50"
1113,1,"4,27","800,00","34,80"
1114,1,"5,90","1051,60","28,90"
1115,0,"1,46","338,50","34,20"
1116,1,"2,88","1215,60","36,80"
1117,1,"3,46","721,70","57,40"
1118,null,"3,99","278,40","19,50"
1119,1,"3,14","109,70","27,70"
1120,1,"4,56","472,20","17,90"
1121,1,"2,24","530,70","22,40"
1122,null,"1,09","83,90","5,40"
1123,null,"1,69","5879,10","102,80"
1124,0,"3,05","23915,00","742,20"
1125,0,"13,32","1250,60","57,60"
1126,null,"9,26","15860,00","277,20"
1127,1,"4,29","10345,00","1955,10"
1128,null,"1,30","492,90","35,10"
1129,1,"2,36","334,30","36,70"
1130,0,"2,79","783,40","34,50"
1131,1,"6,68","443,40","71,70"
1132,0,"1,83","396,80","65,90"
1133,0,"3,45","19550,00","123,30"
1134,0,"4,63","549,40","47,70"
1135,1,"4,46","813,40","53,10"
1136,1,"3,22","2090,80","123,90"
1137,null,"2,80","221,60","23,70"
1138,1,"3,20","196,40","15,40"
1139,1,"4,80","308,30","24,30"
1140,0,"1,94","4572,00","24,30"
1141,1,"1,89","156,90","15,00"
1142,0,"4,74","11311,00","560,20"
1143,1,"2,56","1117,00","70,90"
1144,null,"2,45","1131,80","44,70"
1145,0,"1,03","469,30","27,00"
1146,1,"2,19","16456,00","113,50"
1147,1,"2,24","255,70","19,80"
1148,0,"1,83","206,40","22,70"
1149,1,"1,47","312,30","42,80"
1150,1,"1,04","481,70","27,20"
1151,1,"5,31","678,30","40,60"
1152,1,"5,89","970,90","62,00"
1153,1,"12,04","4850,00","230,60"
1154,1,"16,94","1061,20","36,80"
1155,null,"4,58","134,40","17,60"
1156,0,"6,16","1120,60","26,40"
1157,1,"2,77","825,30","69,30"
1158,1,"5,88","290,50","28,90"
1159,1,"8,62","223,90","17,90"
1160,null,"3,67","89,20","9,80"
1161,1,"3,07","392,10","15,00"
1162,1,"1,97","416,20","21,20"
1163,null,"1,80","1407,30","30,80"
1164,1,"2,83","491,00","20,70"
1165,1,"3,18","351,90","12,70"
1166,0,"1,28","933,50","19,50"
1167,0,"1,21","438,50","55,60"
1168,1,"5,91","580,70","30,70"
1169,1,"2,70","310,70","20,20"
1170,1,"3,37","535,30","41,50"
1171,1,"4,05","569,70","31,60"
1172,1,"5,25","301,20","54,40"
1173,1,"3,04","662,00","51,20"
1174,1,"2,69","18136,00","2833,10"
1175,null,"1,92","125,10","4,50"
1176,1,"1,63","599,60","22,40"
1177,0,"5,38","149,00","36,80"
1178,0,"2,97","744,10","91,20"
1179,1,"3,34","771,90","39,60"
1180,1,"5,36","498,90","19,60"
1181,0,"1,67","38946,00","83,50"
1182,1,"1,30","217,40","54,40"
1183,null,"6,00","494,00","15,40"
1184,1,"2,11","14319,00","1287,40"
1185,1,"2,76","1630,60","28,20"
1186,1,"2,83","1003,00","10,50"
1187,1,"2,89","2018,10","246,60"
1188,1,"2,07","691,60","115,10"
1189,1,"5,04","553,20","37,10"
1190,0,"6,25","259,70","22,70"
1191,0,"1,19","114,50","11,50"
1192,1,"4,59","233,90","33,30"
1193,1,"3,69","163,00","18,00"
1194,0,"19,36","556,10","35,40"
1195,null,"13,90","879,90","39,50"
1196,1,"16,60","1035,20","27,10"
1197,null,"5,77","4347,00","66,50"
1198,1,"5,16","486,00","36,10"
1199,1,"2,57","505,60","23,20"
1200,1,"4,12","14638,00","812,60"
1201,1,"4,14","403,30","18,80"
1202,null,"4,89","452,60","15,70"
1203,0,"1,76","11306,00","103,90"
1204,0,"0,78","352,20","28,20"
1205,null,"5,04","4924,00","76,60"
1206,1,"3,09","251,10","32,00"
1207,0,"1,13","4518,10","163,40"
1208,0,"7,51","3616,70","108,90"
1209,0,"2,84","6084,40","165,30"
1210,0,"5,24","5367,00","44,80"
1211,null,"5,44","1148,30","26,00"
1212,1,"1,59","190,00","26,20"
1213,1,"4,61","213,90","23,30"
1214,1,"4,65","101,90","13,90"
1215,1,"3,45","257,20","38,40"
1216,0,"5,79","13052,00","1640,00"
1217,1,"5,14","752,80","34,30"
1218,1,"2,16","555,40","36,30"
1219,null,"3,46","3882,60","51,40"
1220,1,"1,56","532,80","52,60"
1221,1,"4,61","119,60","20,10"
1222,null,"0,56","84,00","2,80"
1223,1,"8,38","437,50","40,20"
1224,1,"3,72","894,80","23,80"
1225,null,"2,19","1082,00","25,00"
1226,0,"11,55","22772,00","1171,20"
1227,0,"3,52","2104,80","97,20"
1228,null,"1,77","6933,20","215,00"
1229,null,"8,85","21012,00","237,10"
1230,0,"3,67","866,70","78,80"
1231,0,"4,62","122,00","36,00"
1232,1,"2,39","159,40","35,30"
1233,1,"5,27","241,50","51,30"
1234,1,"3,10","163,70","30,80"
1235,1,"6,22","189,30","34,70"
1236,1,"4,47","446,70","37,70"
1237,1,"5,68","460,50","33,60"
1238,1,"5,04","472,60","25,30"
1239,1,"3,13","159,10","16,70"
1240,1,"6,00","362,10","16,70"
1241,1,"3,01","558,30","25,60"
1242,1,"2,07","665,40","69,10"
1243,null,"2,90",,
1244,0,"3,33","105,00","17,10"
1245,null,"2,98","614,70","22,90"
1246,1,"4,56","268,30","21,70"
1247,0,"7,30","1426,70","92,80"
1248,1,"5,12","571,10","97,90"
1249,0,"4,42","1534,40","138,40"
1250,1,"4,26","1785,90","59,70"
1251,0,"2,17","590,90","46,00"
1252,1,"3,96","71,70","16,60"
1253,1,"6,63","357,70","37,70"
1254,1,"2,92","73,30","25,40"
1255,null,"6,17","61,30","27,60"
1256,0,"6,67","112640,00","1241,40"
1257,0,"4,41","71867,00","202,00"
1258,null,"3,56","602,50","23,60"
1259,null,"3,10","28737,00","958,70"
1260,1,"1,80","266,90","17,00"
1261,null,"2,09","256,80","12,50"
1262,1,"3,23","843,20","25,50"
1263,0,"2,69","1688,40","54,60"
1264,1,"6,65","922,40","45,00"
1265,0,"4,23",,
1266,1,"2,18","455,50","30,60"
1267,1,"2,61","101,50","27,00"
1268,1,"2,86","828,30","126,10"
1269,1,"6,75","4674,70","142,80"
1270,null,"3,54","5077,80","97,20"
1271,1,"3,72","4491,20","300,70"
1272,1,"1,61","728,50","35,30"
1273,1,"2,95","1169,40","31,90"
1274,null,"2,23","434,30","14,60"
1275,1,"2,36","4315,80","862,30"
1276,1,"4,70","16388,00","3535,60"
1277,1,"10,39","1023,30","155,30"
1278,0,"3,58","49720,00","205,90"
1279,0,"3,17","48434,00","538,00"
1280,0,"7,49","831,50","59,70"
1281,1,"2,75","515,20","18,30"
1282,1,"3,82","550,50","18,40"
1283,0,"1,64","331,20","39,30"
1284,1,"5,21","732,00","40,30"
1285,null,"1,50","187,50","30,50"
1286,1,"2,18","84,20","18,00"
1287,0,"1,50","815,90","59,50"
1288,1,"2,91","286,50","31,10"
1289,0,"1,16","82,50","20,50"
1290,1,"6,93","2559,60","44,40"
1291,1,"12,81","340,30","23,20"
1292,null,"7,77","12192,00","82,80"
1293,1,"7,94","2949,50","339,40"
1294,0,"9,14","638,20","52,90"
1295,0,"6,16","25480,00","261,30"
1296,0,"4,71","25886,00","408,50"
1297,0,"3,16","24627,00","423,90"
1298,0,"3,89","17219,00","990,30"
1299,null,"2,07","15805,00","128,10"
1300,1,"2,63","406,50","26,40"
1301,1,"3,81","1210,20","22,60"
1302,1,"3,03","16451,00","1586,20"
1303,null,"4,67","361,30","48,50"
1304,1,"5,96","1091,80","70,00"
1305,1,"7,47","658,80","37,90"
1306,1,"1,26","841,00","47,70"
1307,1,"3,01","670,00","42,10"
1308,1,"6,50","437,80","21,10"
1309,1,"1,90","278,70","56,70"
1310,1,"9,88","982,30","28,70"
1311,1,"3,79","1597,10","46,80"
1312,null,"2,67","231,40","9,90"
1313,1,"2,60","894,60","55,10"
1314,0,"4,09","879,40","27,70"
1315,0,"2,29","1105,20","8,30"
1316,null,"2,95","18121,00","196,60"
1317,0,"2,81","6897,80","164,40"
1318,null,"3,66","11871,00","332,00"
1319,1,"24,42","1743,40","78,60"
1320,0,"3,04","2658,50","228,90"
1321,0,"5,25","11427,00","163,70"
1322,1,"2,31","186,50","14,90"
1323,1,"8,84","363,40","24,50"
1324,0,"3,64","388,40","22,80"
1325,1,"6,25","273,10","36,50"
1326,1,"11,64","417,80","28,70"
1327,null,"3,42","564,50","21,70"
1328,1,"5,61","566,50","24,80"
1329,1,"3,90","800,60","26,70"
1330,1,"3,78","765,10","22,70"
1331,1,"2,37","545,80","32,20"
1332,0,"2,42","462,50","60,90"
1333,1,"7,15","8088,60","148,10"
1334,1,"4,57","460,20","86,40"
1335,1,"5,88","974,90","37,90"
1336,0,"6,79","268,60","39,20"
1337,null,"4,10","16612,00","185,50"
1338,1,"6,65","5805,80","265,40"
1339,0,"6,03","1071,50","119,60"
1340,0,"5,53","1216,80","28,80"
1341,0,"5,63","10188,00","99,50"
1342,1,"7,25","334,00","22,80"
1343,1,"4,33","224,80","45,40"
1344,1,"9,56","244,80","41,60"
1345,1,"3,68","776,80","22,50"
1346,1,"3,66","861,30","34,70"
1347,1,"1,38","169,50","26,20"
1348,1,"2,60","370,00","32,80"
1349,1,"1,78","1375,10","35,00"
1350,1,"1,61","504,90","8,60"
1351,1,"2,46","755,60","27,60"
1352,1,"3,99","690,60","22,40"
1353,1,"9,06","832,10","57,20"
1354,1,"3,45","10091,00","1429,90"
1355,1,"6,80","1287,00","45,60"
1356,0,"2,60","2940,70","47,60"
1357,1,"3,00","9763,30","707,30"
1358,1,"4,14","108,50","48,00"
1359,1,"3,99","762,60","39,00"
1360,1,"2,93","298,40","18,30"
1361,1,"5,91","1372,60","35,00"
1362,1,"4,41","234,30","38,20"
1363,1,"1,87","120,50","40,90"
1364,null,"3,15","162,80","36,40"
1365,0,"5,28","69851,00","2145,10"
1366,null,"1,99","49,10","24,60"
1367,1,"1,62","228,40","33,30"
1368,1,"5,37","3120,40","373,00"
1369,1,"2,27","334,30","14,80"
1370,null,"2,69","1836,90","20,20"
1371,null,"1,53","608,10","15,20"
1372,1,"3,75","365,60","28,50"
1373,1,"3,29","812,00","51,80"
1374,1,"6,34","1025,40","56,80"
1375,1,"2,51","198,50","25,90"
1376,1,"5,17","183,20","11,60"
1377,1,"1,23","356,10","17,10"
1378,1,"2,10","232,90","40,80"
1379,1,"8,53","343,90","90,60"
1380,1,"2,29","1320,30","21,80"
1381,1,"2,83","1562,80","20,30"
1382,1,"2,69","1262,00","11,80"
1383,1,"4,84","574,50","38,50"
1384,1,"2,32","279,20","35,10"
1385,1,"2,99","568,10","39,90"
1386,1,"5,47","829,40","34,00"
1387,1,"2,75","693,40","26,90"
1388,1,"7,11","925,70","23,30"
1389,1,"4,30","430,80","30,00"
1390,1,"4,36","197,80","11,40"
1391,1,"5,76","174,10","9,90"
1392,1,"2,53","259,00","26,10"
1393,1,"1,76","532,90","27,10"
1394,1,"1,81","879,30","42,50"
1395,1,"2,07","653,80","17,40"
1396,1,"3,44","694,80","16,20"
1397,0,"6,46","210,80","25,90"
1398,1,"1,77","763,30","33,90"
1399,1,"6,22","4676,50","653,40"
1400,1,"2,44","190,90","41,20"
1401,1,"3,91","392,50","35,30"
1402,1,"2,14","430,10","36,40"
1403,1,"6,87","476,00","36,60"
1404,1,"3,79","935,50","26,80"
1405,null,"2,66","414,20","39,80"
1406,1,"1,52","645,30","30,30"
1407,0,"2,26","3657,80","102,20"
1408,1,"1,40","5976,50","448,20"
1409,null,"5,40","671,30","30,00"
1410,1,"2,56","1871,80","423,70"
1411,1,"8,69","658,70","35,60"
1412,1,"4,19","1125,30","40,80"
1413,1,"2,55","648,00","32,10"
1414,1,"2,10","308,30","49,80"
1415,1,"2,04","263,20","59,70"
1416,1,"1,71","249,30","29,70"
1417,1,"4,77","635,00","38,90"
1418,1,"2,15","1147,00","9,90"
1419,0,"1,92","2363,00","28,20"
1420,1,"3,18","254,30","24,90"
1421,1,"2,42","296,10","32,50"
1422,null,"0,94","1196,40","42,60"
1423,1,"2,28","1221,00","38,30"
1424,1,"3,79","1269,60","30,10"
1425,1,"3,86","659,80","34,60"
1426,1,"3,31","788,40","40,10"
1427,1,"1,62","384,60","22,30"
1428,1,"1,97","150,40","11,80"
1429,1,"4,05","458,00","14,10"
1430,1,"15,96","293,40","61,50"
1431,1,"3,41","165,00","29,00"
1432,1,"2,11","750,50","29,00"
1433,1,"2,78","147,20","48,70"
1434,1,"3,45","544,60","40,00"
1435,1,"3,51","836,70","48,60"
1436,1,"2,96","626,70","44,90"
1437,1,"2,62","822,10","23,60"
1438,1,"3,00","8510,50","856,30"
1439,1,"3,13","494,10","33,20"
1440,1,"3,28","8538,00","80,80"
